Coluna1,Date,Company,Title,Location,Description,Level,Type,Function,Industry,Link
32GFw9lN5fqx22J8ScMvUA==,2/7/2023,Coodesh,Data Engineer,"São Paulo, São Paulo, Brazil","Buscamos Data Engineer

Skills: Apache, ETL, Java, Python, GIT, Google Cloud Platform (GCp), Banco de dados relacionais (SQL), Banco de dados não-relacionais (NoSQL).

?? Requisitos
Experiência com ambientes Google Cloud Platform
Experiência na elaboração de arquitetura de Data Lakes e DW
Experiência em projetos de integrações de dados
Experiência com orquestração de pipelines no Apache Airflow (Astronomer)
Desenvolvimento e manutenção de rotinas de ETL/ELT;
Conhecimentos avançados em estrutura de dados, desenvolvimento de software e algoritmos;
Sólidos conhecimentos em SQL, modelagem de bancos de dados relacionais (MySQL, PostgreSQL, SQL Server) e não relacionais (NoSql, Mongo)
Sólidos conhecimentos em plataforma de Business Intelligence preferencialmente Looker Data Studio e QlikSense (Alteryx ,PowerBi)
Conhecimento sólido em desenvolvimento de software (análise de requisitos, arquitetura, design, codificação, testes e deployment de solução);
Conhecimentos em governança de dados e segurança em cloud;
Ferramentas de controle de versão como GIT
Sólido conhecimento de linguagem Python preferencialmente ou Java
?? Diferenciais
Certificação Google Cloud Professional Data Engineer;
Experiência com DBT;
Experiência com DataOps;
Experiência com Machine Learning;
Processamento distribuído (ex.: Spark, Hadoop, Hive)
Ter trabalhado com metodologias ágeis;
?? Benefícios
Assistencia médica: Bradesco Saúde, com contribuição apenas para dependentes, com duas opções a sua escolha ( Plano Enfermaria – com contribuição de R$ 90,00 por dependente, ou Plano Apartamento – com contribuição de R$ 150,00 por dependente.). Para ambos, coparticipação na realização de consultas, exames e terapias, de 30% para uso da rede credenciada e de 15% para rede Meu Doutor ou Novamed, com teto de R$ 120,00 por evento, desconto em folha de pagamento limitado a 15% do salário nominal
Seguro de vida: Sul América seguros
Previdência Privada
Vale Refeição/Alimentação: R$ 840,00, média de R$ 38,18/dia.
Vale Transporte: Aplicável de acordo com a lei, pagamento do valor do trecho com desconto em folha de pagamento de 6% do valor do salário nominal O candidato deve escolher entre Vale transporte, Auxílio Mobilidade ou Conectividade
Auxílio Mobilidade: Cartão Flash. Opção disponível para escolha de empregados alocados na modalidade de trabalho Site Dependent (R$ 327,00) ou híbrido (R$245,00). O candidato deve escolher entre Vale transporte, Auxílio Mobilidade ou Conectividade
Auxílio Conectividade: Cartão Flash. Opção disponível para escolha de empregados alocados na modalidade de trabalho Modalidade Fully Remote ou Híbrido (R$ 327,00). O candidato deve escolher entre Vale transporte, Auxílio Mobilidade ou Conectividade
Gympass/Totalpass: Benefício corporativo que permite o acesso à diversas modalidades de atividade física extensivo a dependentes. Com diversos pacotes a sua escolha
Programa de Reconhecimento Monetário: Aos empregados ou grupo de empregados, que por meio de suas contribuições, se destacaram por obter resultados e/ou comportamentos acima do esperado
Convênios com Instituições de Ensino: Obtenha descontos para a realização de cursos / treinamento nas instituições cadastradas
Portais de Desenvolvimento: Portais de desenvolvimento como Degreed, getAbstract, Harvard Business School a sua disposição 24h por dia
Licença Parental: 20 dias corridos após o nascimento do filho. Válido para pais e casais homoafetivos
Licença Maternidade: 4 meses com a extensão de mais 2 meses se assim você desejar
Licença Adoção: Em iguais condições da licença maternidade e parental
Auxílio Creche
Dia de Aniversário: Um dia livre para você aproveitar junto de seus familiares, podendo ser o dia do aniversário ou algum outro no mês do seu aniversário
Licença Para Cuidado Familiar: Licença de até 5 dias por ano para situações que requeiram cuidados adicionais à família
Short Friday: Trabalhamos uma hora adicional de segunda à quinta-feira para que todas as sextas-feiras sejam curtas, você possa sair às 12h15
Desconto na compra de produtos: Desconto na compra de até 4 veículos por ano para você, amigos ou familiares (inalienabilidade por 6 meses após a compra). Sem limite para compra de acessórios e peças (desconto variável de acordo com modelo e/ou disponibilidade de peças)
?? Características
Nível: Sênior
Formato: Híbrido
Faixa Salarial: R$ 8.000,00 - R$ 11.000,00
Formato: Full-Time
Tipo: CLT
Localização: São Paulo, Brazil
Vaga publicada na plataforma da Coodesh, fique atento ao redirecionamento que vai te levar para uma url coodesh.com com o pop-up personalizado de candidatura. ??",Director,Full-time,Information Technology,Motor Vehicle Manufacturing,https://br.linkedin.com/jobs/view/data-engineer-at-coodesh-3472920836?refId=O%2Bhr%2B6a6F04gkTBC8sTQwA%3D%3D&trackingId=32GFw9lN5fqx22J8ScMvUA%3D%3D&position=23&pageNum=33&trk=public_jobs_jserp-result_search-card
SBg3JbcuSeFgRISFJllj4g==,2/7/2023,Nexfar,Analista de Banco de Dados Pleno,"Florianópolis, Santa Catarina, Brazil","A Nexfar tem como propósito ser a principal conexão de negócios do mercado farmacêutico. 
Oferecemos para distribuidores e indústrias a melhor plataforma comercial do mercado e ajudamos nossos clientes a vender mais, otimizar processos e reduzir custos.

? Por que você deve vir para cá:
Somos uma empresa que acredita em conexões humanas! Praticamos a autonomia nas ideias e ações, confiando e apoiando o potencial do nosso time. Aqui você terá um ambiente leve, engajado e de muita parceria. Nossos gestores são acessíveis e nosso olhar está na valorização e respeito ao ser humano e suas diferenças. ??

?? Estamos em busca de:
Uma pessoa para auxiliar o processo de Integração de novos clientes, ligando as necessidades do cliente às especificidades da plataforma de vendas Nexfar.

? O que esperamos de você:
Experiência de 2 anos em linguagem de consulta estruturada (SQL);
Conhecimento em Servidor de banco de dados (Oracle, SQL Server e PostgreSQL).

?Você será responsável por:
Mapear e validar, em conjunto com o cliente, as etapas e necessidades técnicas e operacionais do projeto;
Expandir o mapeamento dos principais ERPs utilizados pelos clientes Nexfar;
Otimizar consultas existentes;
Propor novas abordagens para criação de consultas.

?? Você vai se destacar se:
Mais de 3 anos de experiência em banco de dados;
Conhecimento em integração e/ou gerenciamento de Projetos;
Vivência em levantamentos de requisitos;
Conhecimento em servidor de banco de dado MongoDB;
Noção de linguagem de programação Backend;
Conhecimento em Git e Docker.

? Aqui você encontrará:
Salário compatível - CLT
Vale Alimentação/Refeição flexível;
Vale Transporte;
Plano odontológico;
Seguro de vida;
Agenda de ações para integração e descompressão;
Vaga Presencial - Escritório localizado no bairro Santa Mônica, Florianópolis.",Full-time,,,,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-pleno-at-nexfar-3470083605?refId=O%2Bhr%2B6a6F04gkTBC8sTQwA%3D%3D&trackingId=SBg3JbcuSeFgRISFJllj4g%3D%3D&position=24&pageNum=33&trk=public_jobs_jserp-result_search-card
OY1lc99mETZ+DCVkUP9VoA==,1/30/2023,Avenue Code,Banco de Talentos - Mulheres em Tecnologia,Brazil,"Sobre a empresa

Você já pensou em trabalhar para uma empresa líder em consultoria de software focada em fornecer soluções de desenvolvimento de ponta a ponta para transformação digital em todas as verticais? Mais do que isso, a Avenue Code é reconhecida por importantes marcos, como Best Partner with Google, Best company in Career Growth e Great Place to Work in Brazil e San Francisco. Tudo isso só foi possível porque nos preocupamos profundamente com nossos clientes, nossos parceiros e nossa gente.

Compromisso de diversidade:

Mais de 3 anos trabalhando em estratégias de diversidade e inclusão, a Avenue Code acredita que reconhecer a diferença e promover um lugar seguro, oportunidades de trabalho, representatividade e apoio é a melhor forma de fazer a transformação social acontecer. Todas as vagas de emprego visam promover o reconhecimento dos pilares da diversidade. Com objetivo de ampliar a equidade racial e étnica em nosso time, criamos nosso Banco de Talentos exclusivo para Mulheres em tecnologia.

Qualificações:

Quem pode se candidatar?
Profissionais que se identificam como mulheres com as mais diversas experiências e trajetórias na área de Tecnologia.

DevOps;
Dados;
Gerente de Projetos (PMO);
BI;
Quality Assurance;
Mobile (iOS, Android);
Desenvolvimento (Full Stack, Front End e Back End).

Se você deseja fazer parte de uma empresa comprometida com seu desenvolvimento, colaborativa, premiada, e com foco no aprendizado contínuo, nos envie a sua candidatura!

Esse banco de talentos é exclusivo para mulheres. Caso não se identifique como parte desse grupo, acompanhe a nossa página de carreira.",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/banco-de-talentos-mulheres-em-tecnologia-at-avenue-code-3419077599?refId=O%2Bhr%2B6a6F04gkTBC8sTQwA%3D%3D&trackingId=OY1lc99mETZ%2BDCVkUP9VoA%3D%3D&position=25&pageNum=33&trk=public_jobs_jserp-result_search-card
NTtFThcSu5i7Vyos+VFyNw==,1/30/2023,Avenue Code,Banco de Talentos - Mulheres em Tecnologia,Brazil,"Sobre a empresa

Você já pensou em trabalhar para uma empresa líder em consultoria de software focada em fornecer soluções de desenvolvimento de ponta a ponta para transformação digital em todas as verticais? Mais do que isso, a Avenue Code é reconhecida por importantes marcos, como Best Partner with Google, Best company in Career Growth e Great Place to Work in Brazil e San Francisco. Tudo isso só foi possível porque nos preocupamos profundamente com nossos clientes, nossos parceiros e nossa gente.

Compromisso de diversidade:

Mais de 3 anos trabalhando em estratégias de diversidade e inclusão, a Avenue Code acredita que reconhecer a diferença e promover um lugar seguro, oportunidades de trabalho, representatividade e apoio é a melhor forma de fazer a transformação social acontecer. Todas as vagas de emprego visam promover o reconhecimento dos pilares da diversidade. Com objetivo de ampliar a equidade racial e étnica em nosso time, criamos nosso Banco de Talentos exclusivo para Mulheres em tecnologia.

Qualificações:

Quem pode se candidatar?
Profissionais que se identificam como mulheres com as mais diversas experiências e trajetórias na área de Tecnologia.

DevOps;
Dados;
Gerente de Projetos (PMO);
BI;
Quality Assurance;
Mobile (iOS, Android);
Desenvolvimento (Full Stack, Front End e Back End).

Se você deseja fazer parte de uma empresa comprometida com seu desenvolvimento, colaborativa, premiada, e com foco no aprendizado contínuo, nos envie a sua candidatura!

Esse banco de talentos é exclusivo para mulheres. Caso não se identifique como parte desse grupo, acompanhe a nossa página de carreira.",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/banco-de-talentos-mulheres-em-tecnologia-at-avenue-code-3419077599?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=NTtFThcSu5i7Vyos%2BVFyNw%3D%3D&position=1&pageNum=34&trk=public_jobs_jserp-result_search-card
CrKPwwX+MR11E/RicroeEw==,1/13/2023,Bluelight Consulting | DevOps & Software Development,"Data Engineer - Remote, Full-Time","Belo Horizonte, Minas Gerais, Brazil","Bluelight Consulting is a leading software consultancy seeking a skilled Data Engineer to join our fast-growing team. Our mission is to design and develop technology that improves the lives of its users while providing an exceptionally high level of service to our clients.

We are looking for Data Engineer who wants to be part of a fast-paced, dynamic environment, where everyone’s opinions and efforts are valued. We hire outstanding individuals and give them the opportunity to thrive in a collaborative atmosphere that values learning, growth, and hard work.

Our team is distributed across the United State and Central / South America. If you have the desire to be a part of an exciting, challenging, and rapidly-growing software development consultancy, and if you are passionate about software development and creating the finest apps in the marketplace, please apply below.

What We Are Looking For

Experience with AWS services including but not limited to S3, Athena, EC2, EMR, and Glue
Ability to solve any ongoing issues with operating the cluster
Experience with the integration of data from multiple data sources
Experience with various database technologies such as SQLServer, Redshift, Postgres, and RDS
Experience with one or more of the following data integration platforms: Pentaho Kettle, SnapLogic, Talend OpenStudio, Jitterbit, Informatica PowerCenter, or similar
Knowledge of best practices and IT operations in an always-up, always-available service
Experience with or knowledge of Agile Software Development methodologies
Excellent problem-solving and troubleshooting skills
Excellent oral and written communication skills with a keen sense of customer service
Experience with collecting/managing/reporting on large data stores
Awareness of Data governance and data quality principles
Well versed in Business Analytics including basic metric building and troubleshooting
Understand Integration architecture: application integration and data flow diagrams, source-to-target mappings, data dictionary reports
Familiar with Web Services: XML, REST, SOAP
Experience with Git or similar version control software
Experience with integrations with and/or use of BI tools such as GoodData (Prefered), Tableau, PowerBI, or similar
Broad experience with multiple RDBMS: MS SQLServer, Oracle, MySQL, PostgreSQL, Redshift
Familiarity with SaaS/cloud data systems (e.g. Salesforce)
Data warehouse design: star-schemas, change data capture, denormalization
SQL/DDL queries/Tuning techniques such as indexing, sorting, and distribution
BS or MS degree in Computer Science or a related technical field
3+ years of Data Pipeline development such as SnapLogic or Datastage, Informatica, or related experience
3+ years of SQL experience (No-SQL experience is a plus)
Experience designing, building, and maintaining data pipelines

What You'll Be Doing

Develop and maintain data models for core package application and reporting databases to describe objects and fields for support documentation and to facilitate custom application development and data integration
Monitoring execution and performance of daily pipelines, triage and escalate any issues
Collaborates with analytics and business teams to improve data models and data pipelines that feed business intelligence tools, increasing data accessibility and fostering data-driven decision-making across the organization
Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes
Writes unit/integration tests, contributes to engineering wiki, and documents work
Performs data analysis required to troubleshoot data-related issues and assist in the resolution of data issues
Work within AWS/Linux cloud systems environment in support of data integration solution
Works closely with a team of frontend and backend engineers, product managers, and analysts
Teamwork: Collaborate with team members. Share knowledge, provide visibility of interpersonal accomplishments and follow directions when provided

Company Benefits

Competitive salary and bonuses, including performance-based salary increases
Generous paid-time-off policy
Technology / Office stipend
100% remote work, now and post COVID
Continuing education, training, conferences
Company-sponsored coursework, exams, and certifications

Being a software consultant is a fun, challenging, and rewarding career choice for engineers. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on the client’s business.

You will have the chance to work on a variety of projects for our incredible clients, which will help you quickly improve as a consultant and software engineer. You will get to work with modern languages and frameworks alongside some of the best developers in the world!

So if you have the desire to be a part of an exciting, challenging, rapidly-growing software consultancy, please apply.",Not Applicable,Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage and Internet Publishing",https://br.linkedin.com/jobs/view/data-engineer-remote-full-time-at-bluelight-consulting-devops-software-development-3466164465?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=CrKPwwX%2BMR11E%2FRicroeEw%3D%3D&position=2&pageNum=34&trk=public_jobs_jserp-result_search-card
Ay/FVGdxcwZbTmE3OyaAAQ==,2/2/2023,BT//,Analista Documental Junior,"Belo Horizonte, Minas Gerais, Brazil","O Analista Documental é responsável por verificar a conformidade dos documentos, buscando a prevenção de crimes internacionais.

Atividades:

Realizar análise de documentações visando implementar políticas de conformidade.
Atuar na prevenção a fraudes e lavagem de dinheiro.
Realizar análise de risco visando a proteção da empresa.
Realizar demais atividades correlatas ao cargo.

Pré requisitos:

Boa análise e interpretação de dados
Inglês Avançado
Conhecimento em Pacote Office
Curso superior em curso, ou concluído, preferencialmente Direto.
Perfil analítico

Informações adicionais:

Horário de trabalho: 07hs as 16hs (disponibilidade para trabalhar aos finais de semana por escala)",Entry level,Full-time,Analyst,Financial Services,https://br.linkedin.com/jobs/view/analista-documental-junior-at-bt-3460324591?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=Ay%2FFVGdxcwZbTmE3OyaAAQ%3D%3D&position=3&pageNum=34&trk=public_jobs_jserp-result_search-card
oHMCoFkcARv3MBalrNjp3g==,1/19/2023,Laqus,Analytics Engineer,"São Paulo, São Paulo, Brazil","Description: Responsabilidades:

Construir um Data Warehouse analítico visando boas práticas de desenvolvimento e performance.
Atuar na construção de análises para a área de negócios e de variáveis preditivas.

Requirements

Hard Skills:
Capacidade Analítica;
Python;
SQL;
Cloud (AWS, GCP ou AZURE);
Conhecimento em metodologias ágeis.
Soft Skills:
Proatividade e autonomia;
Vontade de aprender;
Resiliência.

Desired Skills

Algoritmos de machine learning;
AWS (Redshift, Athena, S3, SageMaker e Quicksight);
Conhecimento em mercado financeiro e macroeconomia.",Mid-Senior level,Full-time,Information Technology,Financial Services,https://br.linkedin.com/jobs/view/analytics-engineer-at-laqus-3442174892?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=oHMCoFkcARv3MBalrNjp3g%3D%3D&position=4&pageNum=34&trk=public_jobs_jserp-result_search-card
,2/6/2023,C2 Recursos Humanos,ANALISTA DE DADOS,"Curitiba, Paraná, Brazil","Criação e desenvolvimento de projetos relacionados à área comercial através de automações de relatórios e rotinas, integrações de sistemas via API, disparos de e-mails e indicadores automáticos, previsões, etc; Otimização de ferramentas de relacionamento com cliente através de fluxos automáticos integrados aos demais sistemas da empresa; Lógica de programação; Domínio do conceito de API para automações ; Domínio do conceito de ETL ( Extract, Transform, Load); Experiência em desenvolvimento, automação de processos, estruturação de dados, geração de relatórios automáticos;

Beneficios

Formação Acadêmica:

Não informado

Experiência

Salário:

A combinar

Cargo

Programador

Empresa

C2 Recursos Humanos

Locação de mão-de-obra temporária.

Ramo

Recursos Humanos/ Recrutamento e seleção",Entry level,Full-time,Information Technology,Human Resources Services,https://br.linkedin.com/jobs/view/analista-de-dados-at-c2-recursos-humanos-3472452719?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=blnbwCkFQj4sURUsJZ%2BXaw%3D%3D&position=5&pageNum=34&trk=public_jobs_jserp-result_search-card
xfqfUxdqVUTHJ9el2VU3uQ==,2/8/2023,Cogna Educação,Analista de Dados Jr - VAGA AFIRMATIVA PARA PESSOAS COM DEFICIÊNCIA,"Valinhos, São Paulo, Brazil","Entender, analisar e construir relatórios e dashboards para apoiar as análises da operação. Conhecimento de Excel; Conhecimento em Power Bi; Conhecimento em SQL; Perfil analtico; Bom relacionamento interpessoal.",Mid-Senior level,Full-time,Information Technology,Secretarial Schools,https://br.linkedin.com/jobs/view/analista-de-dados-jr-vaga-afirmativa-para-pessoas-com-defici%C3%AAncia-at-cogna-educa%C3%A7%C3%A3o-3475328918?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=xfqfUxdqVUTHJ9el2VU3uQ%3D%3D&position=6&pageNum=34&trk=public_jobs_jserp-result_search-card
aLrbugV0Lax3O9/XNLAkIg==,1/25/2023,ALFIERIPERFETTO INTELIGÊNCIA EM RECURSOS HUMANOS,BI Specialist - Data Modeller,"São Paulo, São Paulo, Brazil","Main Responsibilities

Understand requirements from stakeholders and transform ambiguous business requirements from multiple areas into crisply defined and unified entity relationships.

Create and maintain conceptual, logical, and physical data models using best practices to ensure high data quality and reduced redundancy.

Map data sources and targets for data movement and analyze it to ensure appropriate integrity and quality of all data.

Ensure change management and quality assurance practices are understood, adhered to, and leveraged to enhance system health and quality, validating business data objects for accuracy and completeness.

Lead, plan, and manage significant departmental, division, or enterprise projects in support of project objectives and deadlines.

Work on multiple projects simultaneously and independently while still meeting objectives.

Requirements

Bachelor's degree in Information Science, Computer Science, or a related field.

Data modeling experience.

Skilled in data profiling, business domain modeling, logical data modeling, physical relational data modeling and design.

Strong hands-on knowledge of SQL to perform data-analysis and writing ad-hoc queries.

Experience with the Power BI stack.

Experience with Insurance domain preferable.",Not Applicable,Full-time,Business Development and Sales,Insurance,https://br.linkedin.com/jobs/view/bi-specialist-data-modeller-at-alfieriperfetto-intelig%C3%AAncia-em-recursos-humanos-3451088894?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=aLrbugV0Lax3O9%2FXNLAkIg%3D%3D&position=7&pageNum=34&trk=public_jobs_jserp-result_search-card
dIk72xPVmabxe2x66YHGkA==,12/20/2022,Trybe,Especialista em Instrução de Tecnologia (Vaga Remota),"São Paulo, São Paulo, Brazil","Venha fazer parte do nosso time!

Se você tem experiência lecionando, gosta de dar aulas de desenvolvimento web e quer trabalhar com algo que impacte positivamente a vida das pessoas, venha trabalhar conosco! ??

O nosso time de especialistas em instrução é responsável por cuidar do aprendizado técnico, ensinando programação e encantando nossas pessoas estudantes.

Habilidades Técnicas:

O currículo do curso da Trybe é composto por quatro módulos sequenciais de Hard Skills: Fundamentos de Desenvolvimento Web / Front End/ Back End/ Ciência da Computação.

IMPORTANTE:

Para se candidatar a vaga não é necessário ter conhecimento em todos eles. Pedimos que as pessoas atendam aos requisitos de pelo menos um dos módulos.

Responsabilidades e Atribuições

Participar ativamente da formação de nossas pessoas estudantes, por meio da condução de aulas ao vivo sobre desenvolvimento de software web, produção, curadoria e revisão dos conteúdos lecionados, sejam eles vídeos, textos, exercícios ou projetos;
Ser referência técnica para quem estuda na Trybe, tanto do ponto de vista de conhecimento em tecnologia, como de experiência de mercado, compartilhando vivências e aprendizados;
Garantir que o aprendizado das pessoas estudantes aconteça com eficiência e qualidade, dentro de nosso programa de formação;
Avaliar projetos desenvolvidos por pessoas estudantes da Trybe, guiando seu desenvolvimento e as mentorando quanto às boas práticas de desenvolvimento de software do mercado;
Colaborar com a operação e organização da área de Conteúdo da Trybe, sugerindo ou melhorando processos, boas práticas e playbooks

Habilidades Comportamentais

Capacidade de resolver problemas utilizando lógica de programação;
Preocupação genuína com a qualidade do código que escreve;
Conhecimento de boas práticas de testes de software;
Habilidades de comunicação:
Capacidade de lecionar de frente para uma câmera;
Capacidade de explicar problemas complexos de forma simples de compreender (didática);
Comunicação assertiva;
Boa dicção;
Autogestão para trabalhar de forma distribuída;
Capacidade de trabalhar em equipe de forma eficiente

Habilidades Técnicas - Módulo 1: Fundamentos de Desenvolvimento Web

Experiência em HTML 5, CSS 3 e JavaScript;
Experiência com Git & GitHub;
Familiaridade e experiência com ambiente UNIX (Linux e/ou MacOS);
Conhecer código assíncrono em JavaScript;
Entender os conceitos de Testes de Software;
Desejável experiência de 5 anos ou mais com desenvolvimento;
Desejável experiência com alguma biblioteca de testes (Jest);
Desejável experiência com frameworks de CSS como bootstrap, tailwind e/ou outros

Habilidades Técnicas - Módulo 2: Front-End

Experiência em HTML, CSS e JavaScript;
Experiência com Git & GitHub;
Familiaridade com ambiente UNIX (Linux e/ou MacOS);
Experiência com desenvolvimento com algum framework ou biblioteca como React, Vue, Angular ou similares;
Entender como utilizar APIs REST no front-end;
Experiência com bibliotecas de gestão de estado global, como Redux;
Conhecimento de boas práticas de testes em front-end, utilizando ferramentas como Jest, React Testing Library, Enzyme e/ou Cypress;
Conhecimento de novas APIs do React como hooks e Context API;
Conhecimento de SPA, utilizando bibliotecas como react-router;
Desejável experiência de 5 anos ou mais com desenvolvimento;
Desejável experiência com desenvolvimento back-end;
Desejável experiência com frameworks de CSS como bootstrap, tailwind e/ou outros;
Desejável conhecimento de CSS-in-JS, por exemplo Styled Components

Habilidades Técnicas - Módulo 3: Back-End

Experiência em HTML, CSS e JavaScript;
Experiência com Git & GitHub;
Familiaridade com ambiente UNIX (Linux e/ou MacOS);
Experiência com uso do Docker;
Experiência como Pessoa Desenvolvedora construindo ou lecionando como se constrói aplicações Back-End : mínimo de 3 anos;
Conhecimento em banco de dados não relacionais como MongoDB;
Conhecimento em Typescript;
Entender os conceitos de Testes de Software;
Conhecimentos de arquitetura de software;
Desejável experiência de 5 anos ou mais com desenvolvimento;
Desejável conhecimentos em express, padrões de projeto, SOLID e ORM;
Desejável experiência com ensino de back-end;
Desejável experiência com Node.js

Habilidades Técnicas - Módulo 4: Ciência da Computação

Experiência em HTML, CSS e JavaScript;
Experiência com Git & GitHub;
Familiaridade com ambiente UNIX (Linux e/ou MacOS);
Experiência mínima de 2 anos como Pessoa Desenvolvedora, especificamente com a linguagem Python;
Conhecimento em algoritmos, análise de complexidade e estrutura de dados com Python;
Desejável experiência de 5 anos ou mais com desenvolvimento;
Desejável experiência com ensino de estrutura de dados;
Desejável conhecimentos em TDD, POO e padrões de projeto com Python

INFORMAÇÕES ADICIONAIS

Na Trybe, diversidade é uma aspiração. Valorizamos as diferenças e respeitamos as individualidades para a promoção de um espaço mais diverso e inclusivo e nossas vagas respeitam esse compromisso, por isso, todas as nossas vagas estão abertas a pessoas com deficiência.

Operamos de maneira totalmente remota, você poderá trabalhar de onde quiser!

VENHA FAZER PARTE DA TRYBE!

Olá, nós somos a Trybe!

A Trybe é a escola de tecnologia mais orientada para o desenvolvimento de uma carreira de sucesso. Nossa metodologia ativa e nosso currículo construído junto com o mercado possibilitam que mais de 90% das pessoas formadas na Trybe estejam trabalhando em até 3 meses após a formatura.

Queremos viver em um futuro onde as pessoas tenham acesso à educação de qualidade e oportunidades de trabalho. Por isso, quem estuda conosco tem a opção de começar a pagar pela formação quando conseguir um trabalho com uma remuneração mínima! Conheça um pouco mais sobre a Trybe em nosso site: betrybe.com

Nossa visão é ser a primeira escolha das pessoas que queiram se preparar para profissões digitais na América Latina. Trabalhamos com muito propósito e estamos procurando pessoas que, assim como nós, sonham em transformar o mundo por meio da educação.

NOSSOS VALORES

Sucesso de Estudantes em Primeiro Lugar: somos obcecados com o sucesso e a conquista dos objetivos profissionais das pessoas estudantes da Trybe e não medimos esforços para tal.

Confiança: acreditamos que boas relações são baseadas em confiança, autonomia e liberdade.

Transparência: um ambiente transparente permite melhoria contínua e constrói relações fortes e duradouras.

Orientação para o Resultado: missão acordada é missão cumprida.

Colaboração: o ""nosso"" sempre vem antes do ""meu"".

Nosso negócio é gente: Tudo na Trybe é construído por pessoas para pessoas. É uma obsessão nossa atrair, desenvolver e gerar oportunidades para quem trabalha e estuda conosco e estamos em uma busca constante para ter um coletivo de pessoas cada vez mais diverso.

NOSSA ASPIRAÇÃO: DIVERSIDADE E INCLUSÃO

Nosso objetivo é criar produtos e experiências de aprendizado para todas as pessoas que desejam ingressar em uma carreira de tecnologia.

Nos empenhamos em construir uma equipe diversa e forte e contratamos dando oportunidades iguais, independente de gênero, orientação sexual, raça, religião, formação.

Acreditamos que ter experiências, perspectivas e trajetórias de vida diferentes enriquecem nosso ambiente, contribuem para evoluir nossa visão de mundo e nos ajuda a construir produtos e experiências que entreguem real valor para a sociedade.

A gente se empenha para criar um espaço justo, seguro e agradável para todo o time e incentivamos um ambiente aberto, questionador e respeitoso, onde todos e todas têm a oportunidade de se manifestar e participar, crescer e compartilhar ideais.

Se identificou? Vem com a gente!

Para conhecer mais sobre nossa cultura: https://bit.ly/3L0Ppku

Para conhecer mais sobre a Trybe: http://betrybe.com",Not Applicable,Full-time,Education and Training,"Transportation, Logistics, Supply Chain and Storage",https://br.linkedin.com/jobs/view/especialista-em-instru%C3%A7%C3%A3o-de-tecnologia-vaga-remota-at-trybe-3434511187?refId=GVdzJKJmnMh6%2FgCzFO%2BEUg%3D%3D&trackingId=dIk72xPVmabxe2x66YHGkA%3D%3D&position=8&pageNum=34&trk=public_jobs_jserp-result_search-card
